task_id,feedback_variant,final_conf,success,primary_category,secondary_tags,repair_regression,over_repair,n_attempts,violation_types_raw,corpus,delta_vs_test_only,mechanism_role,ir_failed
HardSynthetic.HardCase090,semantic_ir,0.875,False,Arithmetic,['Arithmetic'],False,False,3,['arithmetic'],run_feedback_v2/E6,0.0,tie,True
HardSynthetic.HardCase089,semantic_ir,0.875,False,Arithmetic,['Arithmetic'],False,False,3,['arithmetic'],run_feedback_v2/E6,0.0,tie,True
HardSynthetic.HardCase092,semantic_ir,0.875,False,RepairRegression,['Arithmetic'],True,True,3,['arithmetic'],run_feedback_v2/E6,0.0,tie,True
HardSynthetic.HardCase094,semantic_ir,0.0,False,RepairRegression,['Arithmetic'],True,True,3,['arithmetic'],run_feedback_v2/E6,-0.958333,test_only_better,True
HardSynthetic.HardCase091,semantic_ir,0.9583333333333334,False,Arithmetic,['Arithmetic'],False,False,3,['arithmetic'],run_feedback_v2/E6,0.0,tie,True
HardSynthetic.HardCase095,semantic_ir,0.875,False,Arithmetic,['Arithmetic'],False,False,3,['arithmetic'],run_feedback_v2/E6,0.0,tie,True
HardSynthetic.HardCase096,semantic_ir,0.875,False,Arithmetic,['Arithmetic'],False,False,3,['arithmetic'],run_feedback_v2/E6,0.0,tie,True
HardSynthetic.HardCase097,semantic_ir,0.875,False,Arithmetic,['Arithmetic'],False,False,3,['arithmetic'],run_feedback_v2/E6,0.875,ir_rescues,True
HardSynthetic.HardCase100,semantic_ir,0.875,False,Arithmetic,['Arithmetic'],False,False,3,['arithmetic'],run_feedback_v2/E6,0.0,tie,True
HardSynthetic.HardCase099,semantic_ir,0.875,False,Arithmetic,['Arithmetic'],False,False,3,['arithmetic'],run_feedback_v2/E6,0.0,tie,True
HardSynthetic.HardCase101,semantic_ir,0.8571428571428571,False,RepairRegression,['Arithmetic'],True,True,3,['arithmetic'],run_feedback_v2/E6,0.0,tie,True
HardSynthetic.HardCase098,semantic_ir,0.9583333333333334,False,Arithmetic,['Arithmetic'],False,False,3,['arithmetic'],run_feedback_v2/E6,0.0,tie,True
HardSynthetic.HardCase104,semantic_ir,0.875,False,Arithmetic,['Arithmetic'],False,False,3,['arithmetic'],run_feedback_v2/E6,0.875,ir_rescues,True
HardSynthetic.HardCase103,semantic_ir,0.875,False,Arithmetic,['Arithmetic'],False,False,3,['arithmetic'],run_feedback_v2/E6,0.0,tie,True
HardSynthetic.HardCase105,semantic_ir,0.8571428571428571,False,Arithmetic,['Arithmetic'],False,False,3,['arithmetic'],run_feedback_v2/E6,0.0,tie,True
HardSynthetic.HardCase107,semantic_ir,1.0,True,Other,[],False,False,2,[],run_feedback_v2/E6,0.0,tie,False
HardSynthetic.HardCase106,semantic_ir,0.9583333333333334,False,RepairRegression,['Arithmetic'],True,True,3,['arithmetic'],run_feedback_v2/E6,0.0,tie,True
HardSynthetic.HardCase108,semantic_ir,0.875,False,Arithmetic,['Arithmetic'],False,False,3,['arithmetic'],run_feedback_v2/E6,0.0,tie,True
HardSynthetic.HardCase110,semantic_ir,0.875,False,Arithmetic,['Arithmetic'],False,False,3,['arithmetic'],run_feedback_v2/E6,0.0,tie,True
HardSynthetic.HardCase109,semantic_ir,0.875,False,Arithmetic,['Arithmetic'],False,False,3,['arithmetic'],run_feedback_v2/E6,0.0,tie,True
HardSynthetic.HardCase111,semantic_ir,0.9583333333333334,False,RepairRegression,['Arithmetic'],True,True,3,['arithmetic'],run_feedback_v2/E6,0.0,tie,True
HardSynthetic.HardCase112,semantic_ir,0.875,False,Arithmetic,['Arithmetic'],False,False,3,['arithmetic'],run_feedback_v2/E6,0.0,tie,True
HardSynthetic.HardCase116,semantic_ir,0.875,False,RepairRegression,['Arithmetic'],True,True,3,['arithmetic'],run_feedback_v2/E6,0.875,ir_rescues,True
HardSynthetic.HardCase113,semantic_ir,0.875,False,Arithmetic,['Arithmetic'],False,False,3,['arithmetic'],run_feedback_v2/E6,0.0,tie,True
HardSynthetic.HardCase115,semantic_ir,0.875,False,Arithmetic,['Arithmetic'],False,False,3,['arithmetic'],run_feedback_v2/E6,0.0,tie,True
HardSynthetic.HardCase117,semantic_ir,0.875,False,RepairRegression,['Arithmetic'],True,True,3,['arithmetic'],run_feedback_v2/E6,0.0,tie,True
HardSynthetic.HardCase118,semantic_ir,0.9583333333333334,False,Arithmetic,['Arithmetic'],False,False,3,['arithmetic'],run_feedback_v2/E6,0.958333,ir_rescues,True
HardSynthetic.HardCase120,semantic_ir,0.875,False,Arithmetic,['Arithmetic'],False,False,3,['arithmetic'],run_feedback_v2/E6,0.0,tie,True
HardSynthetic.HardCase121,semantic_ir,0.875,False,Arithmetic,['Arithmetic'],False,False,3,['arithmetic'],run_feedback_v2/E6,0.0,tie,True
HardSynthetic.HardCase122,semantic_ir,0.9583333333333334,False,Arithmetic,['Arithmetic'],False,False,3,['arithmetic'],run_feedback_v2/E6,0.958333,ir_rescues,True
HardSynthetic.HardCase123,semantic_ir,0.875,False,Arithmetic,['Arithmetic'],False,False,3,['arithmetic'],run_feedback_v2/E6,0.0,tie,True
HardSynthetic.HardCase124,semantic_ir,0.875,False,Arithmetic,['Arithmetic'],False,False,3,['arithmetic'],run_feedback_v2/E6,0.875,ir_rescues,True
HardSynthetic.HardCase125,semantic_ir,0.8571428571428571,False,Arithmetic,['Arithmetic'],False,False,3,['arithmetic'],run_feedback_v2/E6,0.0,tie,True
